mtm;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998
0736710;;;;;;44175000;40641000;37389700;;;;;;;;;;;;;;;;;
0836710;;;;;;44175000;40641000;37389700;;;;;;;;;;;;;;;;;
0896710;;;;;;44175000;40641000;37389700;;;;;;;;;;;;;;;;;
0916710;;;;;;44175000;40641000;37389700;;;;;;;;;;;;;;;;;
67636143;;;;;;44175000;40641000;37389700;;;;;;;;;;;;;;;;;
67653365;39256230;36508200;33325000;28675000;;;;;;;;;;;;;;;;;;;;;
67653373;40181115;37368500;34100000;29140000;;;;;;;;;;;;;;;;;;;;;
67653349;45661915;42465500;38750000;32860000;;;;;;;;;;;;;;;;;;;;;
67646273;76439955;71089200;66112900;;;;;;;;;;;;;;;;;;;;;;
67646360;102251175;95093600;88437100;;;;;;;;;;;;;;;;;;;;;;
67635352;9608605;9032200;8580500;8151500;7744000;7356800;;;;;;;;;;;;;;;;;;;
67635353;10944550;10287800;9773500;9284800;8820600;8379600;;;;;;;;;;;;;;;;;;;
67635287;8786485;8259300;7846300;7454000;7081300;6727300;;;;;;;;;;;;;;;;;;;
67635286;8786485;8259300;7846300;7454000;7081300;6727300;;;;;;;;;;;;;;;;;;;
67635351;8786485;8259300;7846300;7454000;7081300;6727300;;;;;;;;;;;;;;;;;;;
67635354;9608605;9032200;8580500;8151500;7744000;7356800;;;;;;;;;;;;;;;;;;;
67635355;9608605;9032200;8580500;8151500;7744000;7356800;;;;;;;;;;;;;;;;;;;
67635205;;;;;;6355000;6045000;5735000;5463800;5192500;4960000;4727500;;;;;;;;;;;;;
67635217;;;;;;5890000;5657500;5425000;5192500;4960000;4727500;4495000;;;;;;;;;;;;;
67635216;;;;;;4960000;4727500;4495000;4340000;4185000;3991300;3797500;;;;;;;;;;;;;
67635231;;;;;;6355000;6045000;5735000;5463800;5192500;4960000;4727500;;;;;;;;;;;;;
0836725;16373890;15391500;14621900;13890800;13196200;12536400;11909600;11314100;10748500;10210900;9700500;9215400;;;;;;;;;;;;;
0896725;16373890;15391500;14621900;13890800;13196200;12536400;11909600;11314100;10748500;10210900;9700500;9215400;;;;;;;;;;;;;
0916725;16373890;15391500;14621900;13890800;13196200;12536400;11909600;11314100;10748500;10210900;9700500;9215400;;;;;;;;;;;;;
67635275;23087870;21702600;20617500;19586600;18607300;17677000;16793000;15953400;;;;;;;;;;;;;;;;;
67635276;25160375;23650800;22468200;21344700;20277600;19263700;18300500;17385400;;;;;;;;;;;;;;;;;
0836722;;;;;;11935000;;;;;;;;;;;;;;;;;;;
0896722;;;;;;11935000;;;;;;;;;;;;;;;;;;;
0916722;;;;;;11935000;;;;;;;;;;;;;;;;;;;
0836723;;;;;;13330000;12663500;12030300;;;;;;;;;;;;;;;;;
0896723;;;;;;13330000;12663500;12030300;;;;;;;;;;;;;;;;;
0916723;;;;;;13330000;12663500;12030300;;;;;;;;;;;;;;;;;
67635290;;;;;;13330000;12663500;12030300;;;;;;;;;;;;;;;;;
67635328;21049775;19786800;18797500;17857600;16964800;16116400;;;;;;;;;;;;;;;;;;;
0896731;21049775;19786800;18797500;17857600;16964800;16116400;;;;;;;;;;;;;;;;;;;
0916731;21049775;19786800;18797500;17857600;16964800;16116400;;;;;;;;;;;;;;;;;;;
67635327;22676810;21316200;20250400;19237800;18276100;17362200;;;;;;;;;;;;;;;;;;;
0896732;22676810;21316200;20250400;19237800;18276100;17362200;;;;;;;;;;;;;;;;;;;
0916732;22676810;21316200;20250400;19237800;18276100;17362200;;;;;;;;;;;;;;;;;;;
67635318;24269745;22813500;21672900;20589300;19559800;18581700;17652600;;;;;;;;;;;;;;;;;;
0836730;24269745;22813500;21672900;20589300;19559800;18581700;17652600;;;;;;;;;;;;;;;;;;
0896730;24269745;22813500;21672900;20589300;19559800;18581700;17652600;;;;;;;;;;;;;;;;;;
0916730;24269745;22813500;21672900;20589300;19559800;18581700;17652600;;;;;;;;;;;;;;;;;;
67635162;;;;;;;;;;11625000;;;;;;;;;;;;;;;
0736715;27078655;25453900;24181200;22972200;21823500;20732300;19695700;18711000;17775400;;;;;;;;;;;;;;;;
0836715;27078655;25453900;24181200;22972200;21823500;20732300;19695700;18711000;17775400;;;;;;;;;;;;;;;;
0896715;27078655;25453900;24181200;22972200;21823500;20732300;19695700;18711000;17775400;;;;;;;;;;;;;;;;
0916715;27078655;25453900;24181200;22972200;21823500;20732300;19695700;18711000;17775400;;;;;;;;;;;;;;;;
67635277;;;;;;24645000;23405000;22165000;;;;;;;;;;;;;;;;;
67635278;;;;;;26040000;24800000;23560000;;;;;;;;;;;;;;;;;
67635302;38130000;35842200;34050100;32347600;;;;;;;;;;;;;;;;;;;;;
67635279;;;;;;27900000;26505000;25110000;;;;;;;;;;;;;;;;;
67635299;40765000;38319100;36403100;34583000;;;;;;;;;;;;;;;;;;;;;
67635281;;;;;;29605000;28132500;26660000;;;;;;;;;;;;;;;;;
67635300;43555000;40941700;38894600;36949800;;;;;;;;;;;;;;;;;;;;;
67635280;;;;;;32240000;30612500;28985000;;;;;;;;;;;;;;;;;
67635301;47120000;44292800;42078200;39974200;;;;;;;;;;;;;;;;;;;;;
67635223;;;;;;18445000;;;;;;;;;;;;;;;;;;;
67635222;;;;;;21080000;;;;;;;;;;;;;;;;;;;
67635317;63474515;59666000;56682700;;;;;;;;;;;;;;;;;;;;;;
67636213;30315675;28496800;27071800;25718400;;;;;;;;;;;;;;;;;;;;;
67636167;34580500;32505700;30880300;29336400;;;;;;;;;;;;;;;;;;;;;
67636171;34580500;32505700;30880300;29336400;;;;;;;;;;;;;;;;;;;;;
67636172;;;39479000;;;;;;;;;;;;;;;;;;;;;;
0836718;11903690;11189500;10518100;9887000;9293800;8736100;8212100;7719300;;;;;;;;;;;;;;;;;
0896718;11903690;11189500;10518100;9887000;9293800;8736100;8212100;7719300;;;;;;;;;;;;;;;;;
0916718;11903690;11189500;10518100;9887000;9293800;8736100;8212100;7719300;;;;;;;;;;;;;;;;;
0836719;11903690;11189500;10518100;9887000;9293800;8736100;8212100;7719300;;;;;;;;;;;;;;;;;
0896719;11903690;11189500;10518100;9887000;9293800;8736100;8212100;7719300;;;;;;;;;;;;;;;;;
0916719;11903690;11189500;10518100;9887000;9293800;8736100;8212100;7719300;;;;;;;;;;;;;;;;;
0836717;10293705;9676000;9095600;8549800;8036800;7554500;7101300;6675200;;;;;;;;;;;;;;;;;
0896717;10293705;9676000;9095600;8549800;8036800;7554500;7101300;6675200;;;;;;;;;;;;;;;;;
0916717;10293705;9676000;9095600;8549800;8036800;7554500;7101300;6675200;;;;;;;;;;;;;;;;;
67635262;11903690;11189500;10518100;9887000;9293800;8736100;8212100;7719300;;;;;;;;;;;;;;;;;
67635265;10293705;9676000;9095600;8549800;8036800;7554500;7101300;6675200;;;;;;;;;;;;;;;;;
67635241;;;;4340000;;;;;;;;;;;;;;;;;;;;;
0736701;;;;4340000;;;;;;;;;;;;;;;;;;;;;
0836701;;;;4340000;;;;;;;;;;;;;;;;;;;;;
0896701;;;;4340000;;;;;;;;;;;;;;;;;;;;;
0916701;;;;4340000;;;;;;;;;;;;;;;;;;;;;
0736702;;;;5425000;;;;;;;;;;;;;;;;;;;;;
0836702;;;;5425000;;;;;;;;;;;;;;;;;;;;;
0896702;;;;5425000;;;;;;;;;;;;;;;;;;;;;
0916702;;;;5425000;;;;;;;;;;;;;;;;;;;;;
67635319;;;;4340000;;;;;;;;;;;;;;;;;;;;;
67635322;;;;5425000;;;;;;;;;;;;;;;;;;;;;
67635242;;;;;;5115000;;;;;;;;;;;;;;;;;;;
67635249;;;;;;5115000;;;;;;;;;;;;;;;;;;;
67635256;;;;;;3875000;;;;;;;;;;;;;;;;;;;
0736704;;;;5425000;;;;;;;;;;;;;;;;;;;;;
0836704;;;;5425000;;;;;;;;;;;;;;;;;;;;;
0896704;;;;5425000;;;;;;;;;;;;;;;;;;;;;
0916704;;;;5425000;;;;;;;;;;;;;;;;;;;;;
67635323;;;;5425000;;;;;;;;;;;;;;;;;;;;;
67635197;;;;;;4185000;4030000;3875000;;;;;;;;;;;;;;;;;
67635292;;;;;;7285000;6975000;6665000;;;;;;;;;;;;;;;;;
67635191;;;;;;6665000;6355000;6045000;;;;;;;;;;;;;;;;;
0736706;;;;5890000;;;;;;;;;;;;;;;;;;;;;
0836706;;;;5890000;;;;;;;;;;;;;;;;;;;;;
0896706;;;;5890000;;;;;;;;;;;;;;;;;;;;;
0916706;;;;5890000;;;;;;;;;;;;;;;;;;;;;
67635324;;;;5890000;;;;;;;;;;;;;;;;;;;;;
67635089;;;;;;;;;;;4340000;4030000;;;;;;;;;;;;;
67635103;;;;;;;;;;;;3565000;;;;;;;;;;;;;
67635139;;;;;;;;;;;5192500;4960000;;;;;;;;;;;;;
67635141;;;;;;;;;;;5192500;4960000;;;;;;;;;;;;;
67635145;;;;;;;;;;;5425000;5115000;;;;;;;;;;;;;
67635090;;;;;;;;;;;5425000;5115000;;;;;;;;;;;;;
67635078;;;;;;;;;;;;5580000;;;;;;;;;;;;;
67635129;;;;;;;;;;;;7595000;;;;;;;;;;;;;
67635068;;;;;;;;;;;;6510000;;;;;;;;;;;;;
67635118;;;;;;;;;;;;8215000;;;;;;;;;;;;;
67635079;;;;;;;;;;;;9765000;;;;;;;;;;;;;
67635106;;;;;;;;;;;;10075000;;;;;;;;;;;;;
67635099;;;;;;;;;;;;9300000;;;;;;;;;;;;;
67635174;;;;;;;;;;6975000;6665000;6355000;6045000;5735000;;;;;;;;;;;
67635177;;;;;;;;;;7750000;7440000;7130000;6820000;6510000;;;;;;;;;;;
67635175;;;;;;;;;;7207500;6897500;6587500;6277500;5967500;;;;;;;;;;;
67635176;;;;;;;;;;8757500;8447500;8137500;7827500;7517500;;;;;;;;;;;
67635178;;;;;;;;;;9765000;;;;;;;;;;;;;;;
67635179;;;;;;;;;;9067500;;;;;;;;;;;;;;;
67635181;;;;;;;;;;8990000;;;;;;;;;;;;;;;
67635064;;;;;;;;;;3410000;;;;;;;;;;;;;;;
67635085;;;;;;;;;;3875000;;;;;;;;;;;;;;;
67635169;;;;;;;;;;3410000;;;;;;;;;;;;;;;
67635170;;;;;;;;;;3875000;;;;;;;;;;;;;;;
67635077;;;;;;;;;;;;4960000;;;;;;;;;;;;;
67635092;;;;;;;;;;;;5890000;5657500;5425000;;;;;;;;;;;
67635218;;;;;;7750000;;;;;;;;;;;;;;;;;;;
67635219;;;;;;8060000;;;;;;;;;;;;;;;;;;;
67635187;;;;;;10695000;10230000;9765000;;;;;;;;;;;;;;;;;
0836728;;;;4960000;4727500;4495000;4169500;3844000;3704500;3565000;3410000;3255000;;;;;;;;;;;;;
0896728;;;;4960000;4727500;4495000;4169500;3844000;3704500;3565000;3410000;3255000;;;;;;;;;;;;;
0916728;;;;4960000;4727500;4495000;4169500;3844000;3704500;3565000;3410000;3255000;;;;;;;;;;;;;
0836724;;;;;;4650000;4417500;4185000;;;;;;;;;;;;;;;;;
0896724;;;;;;4650000;4417500;4185000;;;;;;;;;;;;;;;;;
0916724;;;;;;4650000;4417500;4185000;;;;;;;;;;;;;;;;;
67635383;;;;;;4417500;4185000;3952500;3720000;3487500;3371300;3255000;;;;;;;;;;;;;
67635372;4264825;4008900;3768400;3542400;;;;;;;;;;;;;;;;;;;;;
67635371;5206760;4894300;4600700;4324700;;;;;;;;;;;;;;;;;;;;;
67635194;;;;4960000;4727500;4495000;4169500;3844000;3704500;3565000;3410000;3255000;;;;;;;;;;;;;
67635195;;;;4960000;4727500;4495000;4169500;3844000;3704500;3565000;3410000;3255000;;;;;;;;;;;;;
67635153;;;;5425000;5192500;4960000;4650000;4340000;4185000;4030000;3875000;3720000;;;;;;;;;;;;;
67635356;5600770;5264700;4948800;4651900;4372900;4110400;3863800;;;;;;;;;;;;;;;;;;
67635357;6628420;6230700;5856800;5505400;5175100;4864700;4572800;;;;;;;;;;;;;;;;;;
67635306;6645470;6246800;5871900;5519600;5188500;4877100;4584400;;;;;;;;;;;;;;;;;;
67635307;7673120;7212800;6780000;6373100;5990800;5631300;5293400;;;;;;;;;;;;;;;;;;
0836729;6645470;6246800;5871900;5519600;5188500;4877100;4584400;;;;;;;;;;;;;;;;;;
0896729;6645470;6246800;5871900;5519600;5188500;4877100;4584400;;;;;;;;;;;;;;;;;;
0916729;6645470;6246800;5871900;5519600;5188500;4877100;4584400;;;;;;;;;;;;;;;;;;
67635376;10070970;9466800;8898700;;;;;;;;;;;;;;;;;;;;;;
67635225;;;;;;4650000;4417500;4185000;;;;;;;;;;;;;;;;;
67635325;;;;2914000;2712500;2635000;2480000;;;;;;;;;;;;;;;;;;
67635326;;;;3410000;3255000;3100000;2945000;;;;;;;;;;;;;;;;;;
67635137;;;;2914000;2712500;2635000;2480000;;;;;;;;;;;;;;;;;;
67635165;;;;2914000;2712500;2635000;2480000;;;;;;;;;;;;;;;;;;
67635131;;;;;;4417500;4185000;3952500;3720000;3487500;3371300;3255000;;;;;;;;;;;;;
67635130;;;;;;4417500;4185000;3952500;3720000;3487500;3371300;3255000;;;;;;;;;;;;;
67635362;3202920;3010700;2830100;;;;;;;;;;;;;;;;;;;;;;
10234068;;;;;;;;;;;;;;;;;;;;;;;;;453600
10221010;;;;;;;;;;;;;;;;;;;;;;;;;453600
10234085;;;;;;;;;;;;;;;;;;;;;;;;;453600
10221406;;;;;;;;;;;;;;4616800;4155100;3721400;3463900;3208700;2917000;2721300;;;;;
10221513;;;;;;;;;;;;;;4616800;4155100;3721400;3463900;3208700;2917000;2721300;;;;;
10226633;;;;;;;;;;;;;;4616800;4155100;3721400;3463900;3208700;2917000;2721300;;;;;
10221575;;;;;;;;;;8836800;7953100;7123000;6410700;5769700;;;;;;;;;;;
10221576;;;;;;;;9249700;8879700;8468600;8100400;7255000;6529500;5876500;;;;;;;;;;;
10226605;;;;;;;;;;9941400;8947200;8013400;;;;;;;;;;;;;
10226604;;;;;;;;9249700;8879700;8468600;8100400;7255000;6529500;5876500;;;;;;;;;;;
10211140;;;;;;;;;;;;;;;;;;;;;;;;434000;379400
10211141;;;;;;;;;;;;;;;;;;;;;715100;703800;692400;681100;669800
10211053;;;;;;;;;;;;;;;;;;;;698100;686800;675500;664100;;
10204151;;;;;;;;;;;;;;;;;;;;;;;;407900;397700
10204009;;;;;;;;;;;;;;;;;;;;;;;;407900;397700
10202501;;;;;;;;;;;;;;1380100;1337000;1287500;1244600;1201700;1158800;1094400;1039700;985000;930300;875500;820900
10202660;;;;;;;;;4069900;3645200;;;;;;;;;;;;;;;
10202662;;;;;;;;;3699900;3313800;;;;;;;;;;;;;;;
10204645;;;;;;;;;;;;;;;;;;;;;1015900;986900;957900;928900;899800
10202082;;;;;;;;;;;;;;;;;;;;;;;;;326600
10204058;;;;;;;;;;;;;;;;;;;;;;;;;326600
10202062;;;;;;;;;;;;;;;;;;;;;;;;;326600
10202135;;;;;;;;;;;;;;;;;;;;;;;;;326600
10202005;;;;;;;;;;;;;;;;;;;;;;;;;326600
10202006;;;;;;;;;;;;;;;;;;;;;;;;;326600
10202117;;;;;;;;;;;;;;;;;;;;;;;;;326600
10211049;;;;;;;;;;;;;;;;;;;;;;;;434000;379400
10211337;;;;;;;;;;;;;;;;;;;;679200;667900;656600;645300;;
10211336;;;;;;;;;;;;;;;;;;;;754700;743400;732100;720700;709400;698100
10211051;;;;;;;;;;;;;;;;;;;;;733900;722600;711300;700000;688700
10211281;;;;;;;;;;;;;;;;;;;;867900;856600;845300;833900;822600;811300
10211047;;;;;;;;;;;;;;;;;;;;622600;560400;504300;453900;;
10211048;;;;;;;;;;;;;;;;;;;;;;;;566000;307500
10211338;;;;;;;;;;;;;;;;;;;;622600;560400;504300;453900;;
10211187;;;;;;;;;;;;;;;;;;;;645300;580700;522700;470400;423400;378400
10211054;;;;;;;;;;;;;;;;;;;;;;;;566000;307500
10211050;;;;;;;;;;;;;;;;;;;;;;641500;577400;519600;414200
10211045;;;;;;;;;;;;;;;;;;;;;566000;528300;475500;427900;376300
10211156;;;;;;;;;;;;;;;;;;;;;566000;528300;475500;427900;376300
10211046;;;;;;;;;;;;;;;;;;;;;;;;434000;379400
10211185;;;;;;;;;;;;;;;;;;;;830200;818900;807500;796200;784900;773600
10211052;;;;;;;;;;;;;;;;;;;;698100;686800;675500;664100;;
10211186;;;;;;;;;;;;;;;;;;;;830200;818900;807500;796200;784900;773600
10211044;;;;;;;;;;;;;;;;;;;;754700;743400;732100;720700;709400;698100
10211016;;;;;;;;;;;;;;;;;;;;;733900;722600;711300;700000;688700
10217218;;;;;;;;;;;;;;;;;;;;;394000;382100;370700;359600;348800
10204167;;;;;;;;;;;;;;;;;;;;;;;;;311000
10202167;;;;;;;;;;;;;;;;;;;;;;;;;321200
10211362;;;;;;;;;;;;;;2853200;2567900;2299800;1945400;1840300;1735100;1622000;1517300;;;;
10211369;;;;;;;;;;;;;;;1955000;1750900;1735100;1630000;1524800;1412700;1308000;;;;
10211365;;;;;;;;;;;;;;2800400;2520300;2257200;1892900;1787700;1682500;1569600;1465000;;;;
10211444;;;;;;;;;;;;;;;1955000;1750900;1735100;1630000;1524800;1412700;1308000;;;;
10282462;;;;;;;;;;;;;;2853200;2567900;2299800;1945400;1840300;1735100;1622000;1517300;;;;
10282463;;;;;;;;;;;;;;2800400;2520300;2257200;1892900;1787700;1682500;1569600;1465000;;;;
10280463;;;;;;;;;;;;;;;1955000;1750900;1735100;1630000;1524800;1412700;1308000;;;;
10211363;;;;;;;;;;;;;;2906000;2615400;2342400;2050600;1945400;1840300;1726600;1622000;1517300;;;
10211364;;;;;;;;;;;;;;3011700;2710500;2427600;2155700;2050600;1945400;1831200;1726600;;;;
10211445;;;;;;;;;;;;;;2906000;2615400;2342400;2050600;1945400;1840300;1726600;1622000;1517300;;;
10282461;;;;;;;;;;;;;;3011700;2710500;2427600;2155700;2050600;1945400;1831200;1726600;;;;
10280461;;;;;;;;;;;;;;;1955000;1750900;1735100;1630000;1524800;1412700;1308000;;;;
10282460;;;;;;;;;;;;;;2906000;2615400;2342400;2050600;1945400;1840300;1726600;1622000;1517300;;;
049AC06;;8525300;8040900;7333000;6567600;;;;;;;;;;;;;;;;;;;;
049AC09;12158000;10973600;10205600;9307100;8335700;;;;;;;;;;;;;;;;;;;;
049AC08;11341000;10150600;8953800;8165500;7313200;;;;;;;;;;;;;;;;;;;;
049AC01;6130600;6040300;5492400;5008800;;;;;;;;;;;;;;;;;;;;;
049AC02;7290100;7199100;6426500;5860600;;;;;;;;;;;;;;;;;;;;;
049AC03;6977600;6821800;6178000;5634100;;;;;;;;;;;;;;;;;;;;;
049AC04;8157500;8004800;7178200;6546200;;;;;;;;;;;;;;;;;;;;;
049AC10;7562400;7407100;7003700;;;;;;;;;;;;;;;;;;;;;;
049AC11;8742600;8632600;8054300;;;;;;;;;;;;;;;;;;;;;;
049AC12;13735000;11164000;;;;;;;;;;;;;;;;;;;;;;;
049AC05;8098400;7933800;7007300;6390300;5723400;;;;;;;;;;;;;;;;;;;;
049AC07;9204000;9027200;7929200;7231000;6476300;;;;;;;;;;;;;;;;;;;;
10211548;;;;;;;;;;;;;;2906000;2615400;2342400;2050600;1945400;1840300;1726600;1622000;1517300;;;
10282581;;;;;;;;;;4570700;4250800;3934100;3658700;;;;;;;;;;;;
10282582;;;;;;;;;;3809000;3542300;3278400;3048900;;;;;;;;;;;;
10282580;;;;;;;;;;4316800;4014600;3715500;3455400;;;;;;;;;;;;
10282642;;;;;;;;5103300;4592900;4113700;;;;;;;;;;;;;;;
10282644;;;;;;;;6123900;5511500;4936400;;;;;;;;;;;;;;;
10282643;;;;;;;;5613600;5052200;4525000;;;;;;;;;;;;;;;
10282552;;;;;;;;;2251000;2016100;1814500;1625100;1462600;;;;;;;;;;;;
049AC20;10817900;;;;;;;;;;;;;;;;;;;;;;;;
049AC14;12007100;;;;;;;;;;;;;;;;;;;;;;;;
049AC13;12578000;;;;;;;;;;;;;;;;;;;;;;;;
049AC17;6964000;;;;;;;;;;;;;;;;;;;;;;;;
049AC15;6762400;;;;;;;;;;;;;;;;;;;;;;;;
049AC16;7506200;;;;;;;;;;;;;;;;;;;;;;;;
10282736;;;;4701100;4188700;3733500;;;;;;;;;;;;;;;;;;;
049AC18;9651400;;;;;;;;;;;;;;;;;;;;;;;;
049AC21;10817900;;;;;;;;;;;;;;;;;;;;;;;;
049AC19;8930900;;;;;;;;;;;;;;;;;;;;;;;;
049AC22;9937200;;;;;;;;;;;;;;;;;;;;;;;;
10221655;;;;;;;;9249700;8879700;8468600;8100400;7255000;6529500;5876500;;;;;;;;;;;
10213595;;;;;;;;;;3680900;3032500;2756600;2582500;2321400;2176300;2050200;1934700;1819200;1761400;1695300;1637800;1580400;1522900;1465400;
10212648;;;;;;;;;;3680900;3032500;2756600;2582500;2321400;2176300;2050200;1934700;1819200;1761400;1695300;1637800;1580400;1522900;1465400;
10205684;;;;;;;;;;1261900;1135700;1017200;915400;;;;;;;;;;;;
10205794;4570600;4170600;;;;;;;;;;;;;;;;;;;;;;;
10205795;6179300;5308100;;;;;;;;;;;;;;;;;;;;;;;
10205796;4570600;4170600;;;;;;;;;;;;;;;;;;;;;;;
10205797;7381200;6448300;;;;;;;;;;;;;;;;;;;;;;;
10205798;7381200;6696300;;;;;;;;;;;;;;;;;;;;;;;
10205799;4526200;4186000;;;;;;;;;;;;;;;;;;;;;;;
10205722;;4701600;4155400;3562500;3335200;3122500;;;;;;;;;;;;;;;;;;;
10205730;;4701600;4155400;3562500;3335200;3122500;;;;;;;;;;;;;;;;;;;
10205751;;5000800;4419800;3789200;3532100;;;;;;;;;;;;;;;;;;;;
10205776;;5000800;4419800;3789200;3532100;;;;;;;;;;;;;;;;;;;;
10205721;;4564600;4034400;3458700;3238100;3031600;;;;;;;;;;;;;;;;;;;
10205729;;4564600;4034400;3458700;3238100;3031600;;;;;;;;;;;;;;;;;;;
10205723;;5556500;4910900;4210200;3941600;3690300;;;;;;;;;;;;;;;;;;;
10205767;;5677700;5173900;4607700;4325400;;;;;;;;;;;;;;;;;;;;
10205735;;5677700;5173900;4607700;4325400;;;;;;;;;;;;;;;;;;;;
10205731;;5556500;4910900;4210200;3941600;3690300;;;;;;;;;;;;;;;;;;;
10205720;;4184800;3698700;3170900;2968600;;;;;;;;;;;;;;;;;;;;
10205737;;4184800;3698700;3170900;2968600;;;;;;;;;;;;;;;;;;;;
10205772;;;4560800;4012300;3761400;;;;;;;;;;;;;;;;;;;;
10205732;;5000800;4419800;3789200;3532100;;;;;;;;;;;;;;;;;;;;
10205803;6552700;6383800;;;;;;;;;;;;;;;;;;;;;;;
10214176;;;;;;;;;;;;;;;;;1102600;997600;971400;940500;914300;888200;862100;836000;809900
10205753;9413100;8334100;7606600;6864400;;;;;;;;;;;;;;;;;;;;;
10201261;;;;;;;;;;;;;;;;;;;;;;;;305700;288700
10202261;;;;;;;;;;;;;;;;;;;;;;;;305700;288700
10205630;;;;;;;;;1074800;962600;866300;;;;;;;;;;;;;;
10205656;;;;;;;;;1146400;1026800;;;;;;;;;;;;;;;
10205754;;2117800;1932000;1739600;1610000;1482800;1372300;1270100;1181200;;;;;;;;;;;;;;;;
10205681;;2117800;1932000;1739600;1610000;1482800;1372300;1270100;1181200;;;;;;;;;;;;;;;;
10205710;;2117800;1932000;1739600;1610000;1482800;1372300;1270100;1181200;;;;;;;;;;;;;;;;
10205755;;2752700;2511200;2261000;;;;;;;;;;;;;;;;;;;;;
10205696;;;2835900;2553400;2286900;2038400;1825600;;;;;;;;;;;;;;;;;;
10205713;;;2835900;2553400;2286900;2038400;1825600;;;;;;;;;;;;;;;;;;
10205658;;;;;;1887400;1690300;1514000;1362600;;;;;;;;;;;;;;;;
10205756;;2629100;2398500;2159600;1998600;1840800;1703600;1576700;1466300;;;;;;;;;;;;;;;;
10205657;;2629100;2398500;2159600;1998600;1840800;1703600;1576700;1466300;;;;;;;;;;;;;;;;
10205712;;2629100;2398500;2159600;1998600;1840800;1703600;1576700;1466300;;;;;;;;;;;;;;;;
10205758;;2504300;2284600;2057000;;;;;;;;;;;;;;;;;;;;;
10205757;;;2152900;1938500;1794000;1652300;1529200;1415300;1316200;;;;;;;;;;;;;;;;
10205659;;;2152900;1938500;1794000;1652300;1529200;1415300;1316200;;;;;;;;;;;;;;;;
10205711;;;2152900;1938500;1794000;1652300;1529200;1415300;1316200;;;;;;;;;;;;;;;;
10205694;;;;;;;;;1218100;1090900;981900;;;;;;;;;;;;;;
10205623;;;;;;;;;1218100;1090900;981900;;;;;;;;;;;;;;
10205624;;;;;;;;;1074800;962600;866300;;;;;;;;;;;;;;
10205625;;;;;;;;;1110600;994700;895200;;;;;;;;;;;;;;
10202031;;;;;;;;;;;;;;;;;;;;;;;;220800;203800
10202126;;;;;;;;;;;;;;;;;;;;;;254700;237700;220800;203800
10202312;;;;;;;;;;;;;;;;;;;;;;254700;237700;220800;203800
10202035;;;;;;;;;;;;;;;;;;;;;;;;220800;203800
10202004;;;;;;;;;;;;;;;;;;;;;;;;220800;203800
10202442;;;;;;;;;;;;;;;;;;;;;;;;220800;203800
10222407;;;;;;;;;;;;;;;;;;;;;;;;434000;379400
10205407;;;;;;;;1314200;1182800;1059400;953400;853900;768500;691700;622500;;;;;;;;;;
10210422;;;;;;;;;;;;;;;;;3171600;2973500;2577000;2378800;2180500;;;;
10204715;13485000;13237000;12608500;11978100;11379200;10810200;;;5797000;5217300;4695600;4226100;3803400;3423200;;;;;;;;;;;
